Statistik_Code,Statistik_Label,Berichtsjahr,Zusammenfassungen ausgewaehlter Berufe,Berufsgattung,Referenzberuf,Rechtsgrundlage,Reglementierung,Geschlecht,Neuantraege_Anzahl
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Lehramt/Lehrer/in,Insgesamt,Insgesamt,Insgesamt,Insgesamt,Frauen,2739
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Lehramt/Lehrer/in,Insgesamt,Insgesamt,Insgesamt,Insgesamt,Männer,588
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),Insgesamt,Insgesamt,Insgesamt,Insgesamt,Frauen,17262
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),Insgesamt,Insgesamt,Insgesamt,Insgesamt,Männer,5478
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Gesundheits- und Krankenpflegeassistent/in bzw. Pflegehelfer/in,81301,Pflegeassistent/in (Staatlich gepr.) (nicht reglementiert),Landesrecht,Nicht reglementiert,Insgesamt,66
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Kinderpfleger/in,83112,Kinderpfleger/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Insgesamt,114
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Gesundheits- und Krankenpflegeassistent/in bzw. Pflegehelfer/in,81301,Pflegeassistent/in (Staatlich gepr.) (nicht reglementiert),Landesrecht,Nicht reglementiert,Frauen,48
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Gesundheits- und Krankenpflegeassistent/in bzw. Pflegehelfer/in,81301,Pflegeassistent/in (Staatlich gepr.) (nicht reglementiert),Landesrecht,Nicht reglementiert,Männer,18
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Kinderpfleger/in,83112,Kinderpfleger/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Frauen,114
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Erzieher/in,83113,Erzieher/in (reglementiert),Landesrecht,Reglementiert,Insgesamt,570
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Erzieher/in,83113,Erzieher/in (Staatlich anerkannt),Landesrecht,Reglementiert,Insgesamt,2034
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81214,Facharzt/Fachärztin für Laboratoriumsmedizin,Landesrecht,Reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81214,Facharzt/Fachärztin für Pathologie,Landesrecht,Reglementiert,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81234,Facharzt/Fachärztin für Radiologie,Landesrecht,Reglementiert,Insgesamt,21
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81234,Facharzt/Fachärztin für Strahlentherapie,Landesrecht,Reglementiert,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81404,Facharzt/Fachärztin für Allgemeinmedizin,Landesrecht,Reglementiert,Insgesamt,30
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81414,Facharzt/Fachärztin für Kinder- und Jugendmedizin,Landesrecht,Reglementiert,Insgesamt,18
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin,Landesrecht,Reglementiert,Insgesamt,24
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin und Endokrinologie und Diabetologie,Landesrecht,Reglementiert,Insgesamt,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin und Gastroenterologie,Landesrecht,Reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin und Hämatologie und Onkologie,Landesrecht,Reglementiert,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin und Kardiologie,Landesrecht,Reglementiert,Insgesamt,12
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin und Nephrologie,Landesrecht,Reglementiert,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin und Pneumologie,Landesrecht,Reglementiert,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin und Rheumatologie,Landesrecht,Reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81434,Facharzt/Fachärztin für Allgemeinchirurgie,Landesrecht,Reglementiert,Insgesamt,12
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81434,Facharzt/Fachärztin für Gefäßchirurgie,Landesrecht,Reglementiert,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81434,Facharzt/Fachärztin für Herzchirurgie,Landesrecht,Reglementiert,Insgesamt,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81434,Facharzt/Fachärztin für Kinder- und Jugendchirurgie,Landesrecht,Reglementiert,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81434,Facharzt/Fachärztin für Orthopädie und Unfallchirurgie,Landesrecht,Reglementiert,Insgesamt,15
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81434,"Facharzt/Fachärztin für Plastische, Rekonstruktive und Ästhetische Chirurgie",Landesrecht,Reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81434,Facharzt/Fachärztin für Viszeralchirurgie,Landesrecht,Reglementiert,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81444,Facharzt/Fachärztin für Augenheilkunde,Landesrecht,Reglementiert,Insgesamt,15
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81444,Facharzt/Fachärztin für Frauenheilkunde und Geburtshilfe,Landesrecht,Reglementiert,Insgesamt,24
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81444,Facharzt/Fachärztin für Hals-Nasen-Ohrenheilkunde,Landesrecht,Reglementiert,Insgesamt,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81444,Facharzt/Fachärztin für Haut- und Geschlechtskrankheiten,Landesrecht,Reglementiert,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81444,Facharzt/Fachärztin für Urologie,Landesrecht,Reglementiert,Insgesamt,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81454,Facharzt/Fachärztin für Anästhesiologie,Landesrecht,Reglementiert,Insgesamt,24
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81464,Facharzt/Fachärztin für Kinder- und Jugendpsychiatrie und -psychotherapie,Landesrecht,Reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81464,Facharzt/Fachärztin für Neurologie,Landesrecht,Reglementiert,Insgesamt,15
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81464,Facharzt/Fachärztin für Psychiatrie und Psychotherapie,Landesrecht,Reglementiert,Insgesamt,18
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81474,"Facharzt/Fachärztin für Mund-, Kiefer- und Gesichtschirurgie",Landesrecht,Reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81484,Facharzt/Fachärztin für Humangenetik,Landesrecht,Reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81484,Facharzt/Fachärztin für Neurochirurgie,Landesrecht,Reglementiert,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81484,Facharzt/Fachärztin für Physikalische und Rehabilitative Medizin,Landesrecht,Reglementiert,Insgesamt,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Fachzahnarzt/Fachzahnärztin,81474,Fachzahnarzt/Fachzahnärztin für Kieferorthopädie,Landesrecht,Reglementiert,Insgesamt,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Fachzahnarzt/Fachzahnärztin,81474,Fachzahnarzt/Fachzahnärztin für öffentliches Gesundheitswesen,Landesrecht,Reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Fachzahnarzt/Fachzahnärztin,81474,Fachzahnarzt/Fachzahnärztin für Oralchirurgie,Landesrecht,Reglementiert,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Gesundheits- und Krankenpflegeassistent/in bzw. Pflegehelfer/in,81301,Gesundheits- und Krankenpflegehelfer/in,Landesrecht,Reglementiert,Insgesamt,387
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Gesundheits- und Krankenpflegeassistent/in bzw. Pflegehelfer/in,81301,Gesundheits- und Krankenpflegehelfer/in mit generalistischer Ausrichtung,Landesrecht,Reglementiert,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Gesundheits- und Krankenpflegeassistent/in bzw. Pflegehelfer/in,81301,Krankenpflegehelfer/in,Landesrecht,Reglementiert,Insgesamt,144
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Ingenieur/in,27103,Ingenieur/in,Landesrecht,Reglementiert,Insgesamt,5061
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Kinderpfleger/in,83112,Kinderpfleger/in (Staatlich anerkannt),Landesrecht,Reglementiert,Insgesamt,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Lehramt/Lehrer/in,84124,Lehrer/in,Landesrecht,Reglementiert,Insgesamt,3099
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Lehramt/Lehrer/in,84124,"Lehramt an Grundschulen, an Regionalen Schulen, an Gymnasien, für Sonderpädagogik, an beruflichen Schulen",Landesrecht,Reglementiert,Insgesamt,228
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Lehramt/Lehrer/in,84134,Lehramt für Sonderpädagogik,Landesrecht,Reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),81302,Gesundheits- und Kinderkrankenpfleger/in,Bundesrecht,Reglementiert,Insgesamt,192
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),81302,Gesundheits- und Krankenpfleger/in,Bundesrecht,Reglementiert,Insgesamt,2664
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),81302,Pflegefachmann/Pflegefachfrau,Bundesrecht,Reglementiert,Insgesamt,19761
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),82102,Altenpfleger/in,Bundesrecht,Reglementiert,Insgesamt,123
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Erzieher/in,83113,Erzieher/in (reglementiert),Landesrecht,Reglementiert,Frauen,426
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Erzieher/in,83113,Erzieher/in (reglementiert),Landesrecht,Reglementiert,Männer,141
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Erzieher/in,83113,Erzieher/in (Staatlich anerkannt),Landesrecht,Reglementiert,Frauen,1869
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Erzieher/in,83113,Erzieher/in (Staatlich anerkannt),Landesrecht,Reglementiert,Männer,165
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81214,Facharzt/Fachärztin für Laboratoriumsmedizin,Landesrecht,Reglementiert,Frauen,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81214,Facharzt/Fachärztin für Pathologie,Landesrecht,Reglementiert,Frauen,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81234,Facharzt/Fachärztin für Radiologie,Landesrecht,Reglementiert,Frauen,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81234,Facharzt/Fachärztin für Radiologie,Landesrecht,Reglementiert,Männer,15
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81234,Facharzt/Fachärztin für Strahlentherapie,Landesrecht,Reglementiert,Frauen,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81404,Facharzt/Fachärztin für Allgemeinmedizin,Landesrecht,Reglementiert,Frauen,18
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81404,Facharzt/Fachärztin für Allgemeinmedizin,Landesrecht,Reglementiert,Männer,12
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81414,Facharzt/Fachärztin für Kinder- und Jugendmedizin,Landesrecht,Reglementiert,Frauen,15
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81414,Facharzt/Fachärztin für Kinder- und Jugendmedizin,Landesrecht,Reglementiert,Männer,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin,Landesrecht,Reglementiert,Frauen,12
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin,Landesrecht,Reglementiert,Männer,12
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin und Endokrinologie und Diabetologie,Landesrecht,Reglementiert,Frauen,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin und Endokrinologie und Diabetologie,Landesrecht,Reglementiert,Männer,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin und Gastroenterologie,Landesrecht,Reglementiert,Frauen,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin und Hämatologie und Onkologie,Landesrecht,Reglementiert,Frauen,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin und Hämatologie und Onkologie,Landesrecht,Reglementiert,Männer,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin und Kardiologie,Landesrecht,Reglementiert,Frauen,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin und Kardiologie,Landesrecht,Reglementiert,Männer,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin und Nephrologie,Landesrecht,Reglementiert,Männer,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin und Pneumologie,Landesrecht,Reglementiert,Männer,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81424,Facharzt/Fachärztin für Innere Medizin und Rheumatologie,Landesrecht,Reglementiert,Frauen,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81434,Facharzt/Fachärztin für Allgemeinchirurgie,Landesrecht,Reglementiert,Frauen,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81434,Facharzt/Fachärztin für Allgemeinchirurgie,Landesrecht,Reglementiert,Männer,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81434,Facharzt/Fachärztin für Gefäßchirurgie,Landesrecht,Reglementiert,Frauen,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81434,Facharzt/Fachärztin für Gefäßchirurgie,Landesrecht,Reglementiert,Männer,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81434,Facharzt/Fachärztin für Herzchirurgie,Landesrecht,Reglementiert,Männer,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81434,Facharzt/Fachärztin für Kinder- und Jugendchirurgie,Landesrecht,Reglementiert,Frauen,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81434,Facharzt/Fachärztin für Kinder- und Jugendchirurgie,Landesrecht,Reglementiert,Männer,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81434,Facharzt/Fachärztin für Orthopädie und Unfallchirurgie,Landesrecht,Reglementiert,Männer,15
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81434,"Facharzt/Fachärztin für Plastische, Rekonstruktive und Ästhetische Chirurgie",Landesrecht,Reglementiert,Frauen,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81434,Facharzt/Fachärztin für Viszeralchirurgie,Landesrecht,Reglementiert,Frauen,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81434,Facharzt/Fachärztin für Viszeralchirurgie,Landesrecht,Reglementiert,Männer,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81444,Facharzt/Fachärztin für Augenheilkunde,Landesrecht,Reglementiert,Frauen,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81444,Facharzt/Fachärztin für Augenheilkunde,Landesrecht,Reglementiert,Männer,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81444,Facharzt/Fachärztin für Frauenheilkunde und Geburtshilfe,Landesrecht,Reglementiert,Frauen,15
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81444,Facharzt/Fachärztin für Frauenheilkunde und Geburtshilfe,Landesrecht,Reglementiert,Männer,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81444,Facharzt/Fachärztin für Hals-Nasen-Ohrenheilkunde,Landesrecht,Reglementiert,Frauen,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81444,Facharzt/Fachärztin für Hals-Nasen-Ohrenheilkunde,Landesrecht,Reglementiert,Männer,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81444,Facharzt/Fachärztin für Haut- und Geschlechtskrankheiten,Landesrecht,Reglementiert,Frauen,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81444,Facharzt/Fachärztin für Haut- und Geschlechtskrankheiten,Landesrecht,Reglementiert,Männer,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81444,Facharzt/Fachärztin für Urologie,Landesrecht,Reglementiert,Frauen,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81444,Facharzt/Fachärztin für Urologie,Landesrecht,Reglementiert,Männer,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81454,Facharzt/Fachärztin für Anästhesiologie,Landesrecht,Reglementiert,Frauen,12
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81454,Facharzt/Fachärztin für Anästhesiologie,Landesrecht,Reglementiert,Männer,12
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81464,Facharzt/Fachärztin für Kinder- und Jugendpsychiatrie und -psychotherapie,Landesrecht,Reglementiert,Frauen,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81464,Facharzt/Fachärztin für Neurologie,Landesrecht,Reglementiert,Frauen,12
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81464,Facharzt/Fachärztin für Neurologie,Landesrecht,Reglementiert,Männer,3
