Statistik_Code,Statistik_Label,Berichtsjahr,Berufshauptgruppe,Berufsgattung,Referenzberuf,Rechtsgrundlage,Reglementierung,Ausbildungsstaat,Positiv_Beschieden_Anzahl
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Maschinen- und Fahrzeugtechnikberufe,Insgesamt,Insgesamt,Insgesamt,Insgesamt,Insgesamt,1218
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Insgesamt,4746
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Technische Forschungs-, Entwicklungs-, Konstruktions- und Produktionssteuerungsberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Insgesamt,4569
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Textil- und Lederberufe,Insgesamt,Insgesamt,Insgesamt,Insgesamt,Insgesamt,93
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Lebensmittelherstellung und -verarbeitung,Insgesamt,Insgesamt,Insgesamt,Insgesamt,Insgesamt,1494
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Bauplanungs-, Architektur- und Vermessungsberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Insgesamt,468
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Hoch- und Tiefbauberufe,Insgesamt,Insgesamt,Insgesamt,Insgesamt,Insgesamt,123
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,(Innen-)Ausbauberufe,Insgesamt,Insgesamt,Insgesamt,Insgesamt,Insgesamt,108
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Gebäude- und versorgungstechnische Berufe,Insgesamt,Insgesamt,Insgesamt,Insgesamt,Insgesamt,366
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mathematik-, Biologie-, Chemie- und Physikberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Insgesamt,147
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Geologie-, Geografie- und Umweltschutzberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Insgesamt,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Informatik-, Informations- und Kommunikationstechnologieberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Insgesamt,405
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkehrs- und Logistikberufe (außer Fahrzeugführung),Insgesamt,Insgesamt,Insgesamt,Insgesamt,Insgesamt,165
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Führer/innen von Fahrzeug- und Transportgeräten,Insgesamt,Insgesamt,Insgesamt,Insgesamt,Insgesamt,216
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Schutz-, Sicherheits- und Überwachungsberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Insgesamt,18
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Einkaufs-, Vertriebs- und Handelsberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Insgesamt,51
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkaufsberufe,Insgesamt,Insgesamt,Insgesamt,Insgesamt,Insgesamt,189
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Insgesamt,498
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Berufe in Unternehmensführung und -organisation,Insgesamt,Insgesamt,Insgesamt,Insgesamt,Insgesamt,879
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Berufe in Finanzdienstleistungen, Rechnungswesen und Steuerberatung",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Insgesamt,96
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Berufe in Recht und Verwaltung,Insgesamt,Insgesamt,Insgesamt,Insgesamt,Insgesamt,45
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Medizinische Gesundheitsberufe,Insgesamt,Insgesamt,Insgesamt,Insgesamt,Insgesamt,54273
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Nichtmedizinische Gesundheits-, Körperpflege- und Wellnessberufe, Medizintechnik",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Insgesamt,945
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Erziehung, soziale und hauswirtschaftliche Berufe, Theologie",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Insgesamt,3609
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Lehrende und ausbildende Berufe,Insgesamt,Insgesamt,Insgesamt,Insgesamt,Insgesamt,2844
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Sprach-, literatur-, geistes-, gesellschafts- und wirtschaftswissenschaftliche Berufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Insgesamt,270
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Werbung, Marketing, kaufmännische und redaktionelle Medienberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Insgesamt,18
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Produktdesign und kunsthandwerkliche Berufe, bildende Kunst, Musikinstrumentenbau",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Insgesamt,18
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Darstellende und unterhaltende Berufe,Insgesamt,Insgesamt,Insgesamt,Insgesamt,Insgesamt,15
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Land-, Tier- und Forstwirtschaftsberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Europa,42
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Land-, Tier- und Forstwirtschaftsberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Afrika,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Land-, Tier- und Forstwirtschaftsberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Amerika (gesamt),3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Land-, Tier- und Forstwirtschaftsberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Südamerika,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Land-, Tier- und Forstwirtschaftsberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Asien,12
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Land-, Tier- und Forstwirtschaftsberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,EU-Länder,21
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Land-, Tier- und Forstwirtschaftsberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Übriges Europa,21
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Land-, Tier- und Forstwirtschaftsberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,EWR/Schweiz,24
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Land-, Tier- und Forstwirtschaftsberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Drittstaaten,42
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Gartenbauberufe und Floristik,Insgesamt,Insgesamt,Insgesamt,Insgesamt,Europa,33
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Gartenbauberufe und Floristik,Insgesamt,Insgesamt,Insgesamt,Insgesamt,Afrika,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Gartenbauberufe und Floristik,Insgesamt,Insgesamt,Insgesamt,Insgesamt,Amerika (gesamt),3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Gartenbauberufe und Floristik,Insgesamt,Insgesamt,Insgesamt,Insgesamt,Südamerika,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Gartenbauberufe und Floristik,Insgesamt,Insgesamt,Insgesamt,Insgesamt,Asien,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Gartenbauberufe und Floristik,Insgesamt,Insgesamt,Insgesamt,Insgesamt,EU-Länder,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Gartenbauberufe und Floristik,Insgesamt,Insgesamt,Insgesamt,Insgesamt,Übriges Europa,24
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Gartenbauberufe und Floristik,Insgesamt,Insgesamt,Insgesamt,Insgesamt,EWR/Schweiz,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Gartenbauberufe und Floristik,Insgesamt,Insgesamt,Insgesamt,Insgesamt,Drittstaaten,39
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Rohstoffgewinnung und -aufbereitung, Glas- und Keramikherstellung und -verarbeitung",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Europa,18
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Rohstoffgewinnung und -aufbereitung, Glas- und Keramikherstellung und -verarbeitung",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Asien,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Rohstoffgewinnung und -aufbereitung, Glas- und Keramikherstellung und -verarbeitung",Insgesamt,Insgesamt,Insgesamt,Insgesamt,EU-Länder,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Rohstoffgewinnung und -aufbereitung, Glas- und Keramikherstellung und -verarbeitung",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Übriges Europa,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Rohstoffgewinnung und -aufbereitung, Glas- und Keramikherstellung und -verarbeitung",Insgesamt,Insgesamt,Insgesamt,Insgesamt,EWR/Schweiz,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Rohstoffgewinnung und -aufbereitung, Glas- und Keramikherstellung und -verarbeitung",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Drittstaaten,12
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Kunststoffherstellung und -verarbeitung, Holzbe- und -verarbeitung",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Europa,144
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Kunststoffherstellung und -verarbeitung, Holzbe- und -verarbeitung",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Afrika,12
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Kunststoffherstellung und -verarbeitung, Holzbe- und -verarbeitung",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Asien,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Kunststoffherstellung und -verarbeitung, Holzbe- und -verarbeitung",Insgesamt,Insgesamt,Insgesamt,Insgesamt,EU-Länder,18
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Kunststoffherstellung und -verarbeitung, Holzbe- und -verarbeitung",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Übriges Europa,126
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Kunststoffherstellung und -verarbeitung, Holzbe- und -verarbeitung",Insgesamt,Insgesamt,Insgesamt,Insgesamt,EWR/Schweiz,21
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Kunststoffherstellung und -verarbeitung, Holzbe- und -verarbeitung",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Drittstaaten,141
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Europa,36
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Afrika,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Amerika (gesamt),6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Südamerika,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Asien,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",Insgesamt,Insgesamt,Insgesamt,Insgesamt,EU-Länder,12
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Übriges Europa,24
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",Insgesamt,Insgesamt,Insgesamt,Insgesamt,EWR/Schweiz,12
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Papier- und Druckberufe, technische Mediengestaltung",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Drittstaaten,42
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Europa,690
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Afrika,90
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Amerika (gesamt),12
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Südamerika,12
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Asien,72
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Australien/Ozeanien,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,EU-Länder,66
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Übriges Europa,627
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,EWR/Schweiz,66
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Metallerzeugung und -bearbeitung, Metallbauberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Drittstaaten,798
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Maschinen- und Fahrzeugtechnikberufe,Insgesamt,Insgesamt,Insgesamt,Insgesamt,Europa,834
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Maschinen- und Fahrzeugtechnikberufe,Insgesamt,Insgesamt,Insgesamt,Insgesamt,Afrika,132
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Maschinen- und Fahrzeugtechnikberufe,Insgesamt,Insgesamt,Insgesamt,Insgesamt,Amerika (gesamt),39
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Maschinen- und Fahrzeugtechnikberufe,Insgesamt,Insgesamt,Insgesamt,Insgesamt,Nordamerika,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Maschinen- und Fahrzeugtechnikberufe,Insgesamt,Insgesamt,Insgesamt,Insgesamt,Südamerika,30
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Maschinen- und Fahrzeugtechnikberufe,Insgesamt,Insgesamt,Insgesamt,Insgesamt,Asien,213
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Maschinen- und Fahrzeugtechnikberufe,Insgesamt,Insgesamt,Insgesamt,Insgesamt,Australien/Ozeanien,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Maschinen- und Fahrzeugtechnikberufe,Insgesamt,Insgesamt,Insgesamt,Insgesamt,EU-Länder,156
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Maschinen- und Fahrzeugtechnikberufe,Insgesamt,Insgesamt,Insgesamt,Insgesamt,Übriges Europa,675
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Maschinen- und Fahrzeugtechnikberufe,Insgesamt,Insgesamt,Insgesamt,Insgesamt,EWR/Schweiz,156
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Maschinen- und Fahrzeugtechnikberufe,Insgesamt,Insgesamt,Insgesamt,Insgesamt,Drittstaaten,1062
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Europa,3483
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Afrika,384
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Amerika (gesamt),528
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Nordamerika,15
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Südamerika,513
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Asien,345
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Australien/Ozeanien,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,EU-Länder,435
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Übriges Europa,3048
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,EWR/Schweiz,441
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Drittstaaten,4305
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Technische Forschungs-, Entwicklungs-, Konstruktions- und Produktionssteuerungsberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Europa,3123
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Technische Forschungs-, Entwicklungs-, Konstruktions- und Produktionssteuerungsberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Afrika,183
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Technische Forschungs-, Entwicklungs-, Konstruktions- und Produktionssteuerungsberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Amerika (gesamt),237
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Technische Forschungs-, Entwicklungs-, Konstruktions- und Produktionssteuerungsberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Nordamerika,57
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Technische Forschungs-, Entwicklungs-, Konstruktions- und Produktionssteuerungsberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Südamerika,180
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Technische Forschungs-, Entwicklungs-, Konstruktions- und Produktionssteuerungsberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Asien,1026
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Technische Forschungs-, Entwicklungs-, Konstruktions- und Produktionssteuerungsberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Australien/Ozeanien,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Technische Forschungs-, Entwicklungs-, Konstruktions- und Produktionssteuerungsberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,EU-Länder,426
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Technische Forschungs-, Entwicklungs-, Konstruktions- und Produktionssteuerungsberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Übriges Europa,2697
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Technische Forschungs-, Entwicklungs-, Konstruktions- und Produktionssteuerungsberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,EWR/Schweiz,435
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Technische Forschungs-, Entwicklungs-, Konstruktions- und Produktionssteuerungsberufe",Insgesamt,Insgesamt,Insgesamt,Insgesamt,Drittstaaten,4134
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Textil- und Lederberufe,Insgesamt,Insgesamt,Insgesamt,Insgesamt,Europa,81
