Statistik_Code,Statistik_Label,Berichtsjahr,Kontinent,Ausbildungsstaat,Rang,Beruf,Positiv_Voll_G_Anzahl
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Insgesamt,Übrige,Insgesamt,3734
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Amerika,Insgesamt,Übrige,Insgesamt,2208
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Asien,Insgesamt,Übrige,Insgesamt,9084
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Australien/Ozeanien,Insgesamt,Übrige,Insgesamt,30
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Sonstige (ungeklärt, staatenlos, ohne konkrete Angabe)",Insgesamt,Übrige,Insgesamt,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Insgesamt,1,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),5041
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Insgesamt,2,Arzt/Ärztin (im Rahmen der Approbationserteilung),4059
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Insgesamt,3,Ingenieur/in,2979
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Insgesamt,4,Physiotherapeut/in,690
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Insgesamt,5,Elektroanlagenmonteur/in,790
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Insgesamt,6,Erzieher/in,532
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Insgesamt,7,Zahnarzt/Zahnärztin (im Rahmen der Approbationserteilung),459
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Insgesamt,8,Koch/Köchin,441
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Insgesamt,9,Apotheker/in (im Rahmen der Approbationserteilung),172
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Insgesamt,10,Gesundheits- und Krankenpflegeassistent/in bzw. Pflegehelfer/in,302
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Insgesamt,11,Industrieelektriker/in,331
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Insgesamt,12,Kaufmann/Kauffrau für Büromanagement,313
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Insgesamt,13,"Sozialpädagoge/Sozialpädagogin, Sozialarbeiter/in",357
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Insgesamt,14,Pflegefachhelfer/in - Krankenpflege (nur in Bayern),196
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Insgesamt,15,Elektroniker/in,306
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Insgesamt,16,Lehramt/Lehrer/in,298
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Insgesamt,17,Architekt/in,192
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Insgesamt,18,Fachkraft für Metalltechnik,230
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Insgesamt,19,Friseur/in,250
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Insgesamt,20,Medizinisch-technische(r) Radiologieassistent/in,174
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Insgesamt,Übrige,Übrige Berufe,3839
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Insgesamt,1,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),2023
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Insgesamt,2,Arzt/Ärztin (im Rahmen der Approbationserteilung),581
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Insgesamt,3,Ingenieur/in,157
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Insgesamt,4,Physiotherapeut/in,111
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Insgesamt,5,Elektroanlagenmonteur/in,5
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Insgesamt,6,Erzieher/in,11
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Insgesamt,7,Zahnarzt/Zahnärztin (im Rahmen der Approbationserteilung),36
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Insgesamt,8,Koch/Köchin,40
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Insgesamt,9,Apotheker/in (im Rahmen der Approbationserteilung),92
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Insgesamt,10,Gesundheits- und Krankenpflegeassistent/in bzw. Pflegehelfer/in,40
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Insgesamt,11,Industrieelektriker/in,22
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Insgesamt,12,Kaufmann/Kauffrau für Büromanagement,23
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Insgesamt,13,"Sozialpädagoge/Sozialpädagogin, Sozialarbeiter/in",7
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Insgesamt,14,Pflegefachhelfer/in - Krankenpflege (nur in Bayern),63
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Insgesamt,15,Elektroniker/in,11
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Insgesamt,16,Lehramt/Lehrer/in,4
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Insgesamt,17,Architekt/in,10
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Insgesamt,18,Fachkraft für Metalltechnik,24
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Insgesamt,19,Friseur/in,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Insgesamt,20,Medizinisch-technische(r) Radiologieassistent/in,42
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Insgesamt,Übrige,Übrige Berufe,431
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Amerika,Insgesamt,1,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),938
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Amerika,Insgesamt,2,Arzt/Ärztin (im Rahmen der Approbationserteilung),525
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Amerika,Insgesamt,3,Ingenieur/in,235
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Amerika,Insgesamt,4,Physiotherapeut/in,39
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Amerika,Insgesamt,5,Elektroanlagenmonteur/in,7
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Amerika,Insgesamt,6,Erzieher/in,59
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Amerika,Insgesamt,7,Zahnarzt/Zahnärztin (im Rahmen der Approbationserteilung),3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Amerika,Insgesamt,8,Koch/Köchin,15
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Amerika,Insgesamt,9,Apotheker/in (im Rahmen der Approbationserteilung),4
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Amerika,Insgesamt,10,Gesundheits- und Krankenpflegeassistent/in bzw. Pflegehelfer/in,27
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Amerika,Insgesamt,11,Industrieelektriker/in,32
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Amerika,Insgesamt,12,Kaufmann/Kauffrau für Büromanagement,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Amerika,Insgesamt,13,"Sozialpädagoge/Sozialpädagogin, Sozialarbeiter/in",12
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Amerika,Insgesamt,14,Pflegefachhelfer/in - Krankenpflege (nur in Bayern),15
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Amerika,Insgesamt,15,Elektroniker/in,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Amerika,Insgesamt,16,Lehramt/Lehrer/in,18
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Amerika,Insgesamt,17,Architekt/in,21
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Amerika,Insgesamt,18,Fachkraft für Metalltechnik,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Amerika,Insgesamt,20,Medizinisch-technische(r) Radiologieassistent/in,4
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Amerika,Insgesamt,Übrige,Übrige Berufe,239
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Asien,Insgesamt,1,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),4018
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Asien,Insgesamt,2,Arzt/Ärztin (im Rahmen der Approbationserteilung),1824
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Asien,Insgesamt,3,Ingenieur/in,977
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Asien,Insgesamt,4,Physiotherapeut/in,58
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Asien,Insgesamt,5,Elektroanlagenmonteur/in,12
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Asien,Insgesamt,6,Erzieher/in,80
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Asien,Insgesamt,7,Zahnarzt/Zahnärztin (im Rahmen der Approbationserteilung),152
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Asien,Insgesamt,8,Koch/Köchin,150
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Asien,Insgesamt,9,Apotheker/in (im Rahmen der Approbationserteilung),221
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Asien,Insgesamt,10,Gesundheits- und Krankenpflegeassistent/in bzw. Pflegehelfer/in,115
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Asien,Insgesamt,11,Industrieelektriker/in,56
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Asien,Insgesamt,12,Kaufmann/Kauffrau für Büromanagement,93
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Asien,Insgesamt,13,"Sozialpädagoge/Sozialpädagogin, Sozialarbeiter/in",14
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Asien,Insgesamt,14,Pflegefachhelfer/in - Krankenpflege (nur in Bayern),113
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Asien,Insgesamt,15,Elektroniker/in,22
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Asien,Insgesamt,16,Lehramt/Lehrer/in,18
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Asien,Insgesamt,17,Architekt/in,99
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Asien,Insgesamt,18,Fachkraft für Metalltechnik,24
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Asien,Insgesamt,19,Friseur/in,19
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Asien,Insgesamt,20,Medizinisch-technische(r) Radiologieassistent/in,37
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Asien,Insgesamt,Übrige,Übrige Berufe,982
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Australien/Ozeanien,Insgesamt,1,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),4
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Australien/Ozeanien,Insgesamt,3,Ingenieur/in,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Australien/Ozeanien,Insgesamt,5,Elektroanlagenmonteur/in,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Australien/Ozeanien,Insgesamt,6,Erzieher/in,2
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Australien/Ozeanien,Insgesamt,8,Koch/Köchin,2
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Australien/Ozeanien,Insgesamt,13,"Sozialpädagoge/Sozialpädagogin, Sozialarbeiter/in",1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Australien/Ozeanien,Insgesamt,14,Pflegefachhelfer/in - Krankenpflege (nur in Bayern),1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Australien/Ozeanien,Insgesamt,16,Lehramt/Lehrer/in,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Australien/Ozeanien,Insgesamt,17,Architekt/in,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Australien/Ozeanien,Insgesamt,Übrige,Übrige Berufe,14
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Sonstige (ungeklärt, staatenlos, ohne konkrete Angabe)",Insgesamt,1,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),2
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Sonstige (ungeklärt, staatenlos, ohne konkrete Angabe)",Insgesamt,2,Arzt/Ärztin (im Rahmen der Approbationserteilung),4
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Sonstige (ungeklärt, staatenlos, ohne konkrete Angabe)",Insgesamt,4,Physiotherapeut/in,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Sonstige (ungeklärt, staatenlos, ohne konkrete Angabe)",Insgesamt,20,Medizinisch-technische(r) Radiologieassistent/in,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Sonstige (ungeklärt, staatenlos, ohne konkrete Angabe)",Insgesamt,Übrige,Übrige Berufe,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Albanien,Übrige,Insgesamt,900
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Andorra,Übrige,Insgesamt,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Belarus,Übrige,Insgesamt,226
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Belgien,Übrige,Insgesamt,101
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Bosnien und Herzegowina,Übrige,Insgesamt,2331
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Britische Überseegebiete,Übrige,Insgesamt,2
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Bulgarien,Übrige,Insgesamt,476
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Dänemark,Übrige,Insgesamt,25
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Estland,Übrige,Insgesamt,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Finnland,Übrige,Insgesamt,11
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Frankreich,Übrige,Insgesamt,90
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Griechenland,Übrige,Insgesamt,439
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Irland,Übrige,Insgesamt,4
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Island,Übrige,Insgesamt,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Italien,Übrige,Insgesamt,405
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Kosovo,Übrige,Insgesamt,1056
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Kroatien,Übrige,Insgesamt,444
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Lettland,Übrige,Insgesamt,128
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Litauen,Übrige,Insgesamt,146
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Luxemburg,Übrige,Insgesamt,10
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Malta,Übrige,Insgesamt,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Moldau,Übrige,Insgesamt,181
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Monaco,Übrige,Insgesamt,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Montenegro,Übrige,Insgesamt,39
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Niederlande,Übrige,Insgesamt,372
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Nordmazedonien,Übrige,Insgesamt,421
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Norwegen,Übrige,Insgesamt,7
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Oesterreich,Übrige,Insgesamt,912
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Polen,Übrige,Insgesamt,939
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Portugal,Übrige,Insgesamt,150
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Rumänien,Übrige,Insgesamt,1436
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Russische Föderation,Übrige,Insgesamt,653
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Schweden,Übrige,Insgesamt,34
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Schweiz,Übrige,Insgesamt,202
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Serbien,Übrige,Insgesamt,1057
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Slowakei,Übrige,Insgesamt,187
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Slowenien,Übrige,Insgesamt,26
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Spanien,Übrige,Insgesamt,588
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Tschechien,Übrige,Insgesamt,209
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Türkei,Übrige,Insgesamt,4143
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Ukraine,Übrige,Insgesamt,2572
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Ungarn,Übrige,Insgesamt,539
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Vatikanstadt,Übrige,Insgesamt,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Vereinigtes Königreich,Übrige,Insgesamt,105
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,Zypern,Übrige,Insgesamt,63
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,ehem. Jugoslawien (Gesamtjugoslawien),Übrige,Insgesamt,60
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,"ehem. Jugoslawien, Bundesrepublik",Übrige,Insgesamt,93
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,ehem. Serbien (einschl. Kosovo),Übrige,Insgesamt,53
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,ehem. Serbien und Montenegro,Übrige,Insgesamt,49
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,ehem. Sowjetunion,Übrige,Insgesamt,46
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,ehem. Tschechoslowakei,Übrige,Insgesamt,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Europa,ehem. britisch abhängige Gebiete in Europa,Übrige,Insgesamt,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Aegypten,Übrige,Insgesamt,652
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Aequatorialguinea,Übrige,Insgesamt,2
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Aethiopien,Übrige,Insgesamt,20
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Algerien,Übrige,Insgesamt,227
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Angola,Übrige,Insgesamt,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Benin,Übrige,Insgesamt,1
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Afrika,Burkina Faso,Übrige,Insgesamt,1
